language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
BRETON	bre	old	1229	old	kos	old:H	old:H	
ITALIAN	ita	old	1229	old	vekkyo	old:G	old:G	
ELFDALIAN	qov	old	1229	old	gomol	old:J	old:J	
FAROESE	fao	old	1229	old	gEamal	old:J	old:J	
UKRAINIAN	ukr	old	1229	old	stariy	old:I	old:I	
CZECH	ces	old	1229	old	stari	old:I	old:I	
STAVANGERSK		old	1229	old	gamal3	old:J	old:J	
NORWEGIAN_RIKSMAL	nor	old	1229	old	gam3l	old:J	old:J	
OLD_NORSE	non	old	1229	old	gamal	old:J	old:J	
SPANISH	spa	old	1229	old	byexo	old:G	old:G	
OLD_CHURCH_SLAVONIC	chu	old	1229	old	staru	old:I	old:I	
PORTUGUESE	por	old	1229	old	vElu	old:G	old:G	
OLD_IRISH	sga	old	1229	old	sen	old:D	old:D	
IRISH	gle	old	1229	old	San	old:D	old:D	
MIDDLE_BRETON		old	1229	old	ko8	old:H	old:H	
GERMAN	deu	old	1229	old	alt	old:B	old:B	
DANISH_FJOLDE		old	1229	old	gam3l	old:J	old:J	
OSSETIC	oss	old	1229	old	zErond	old:C	old:C	
MACEDONIAN	mkd	old	1229	old	star	old:I	old:I	
LATIN	lat	old	1229	old	wetus	old:G	old:G	
FRENCH	fra	old	1229	old	vye	old:G	old:G	
URDU	urd	old	1229	old	burh~a	old:F	old:F	
POLISH	pol	old	1229	old	star3	old:I	old:I	
FRISIAN	frs	old	1229	old	ot	old:B	old:B	
BULGARIAN	bul	old	1229	old	star	old:I	old:I	
CLASSICAL_ARMENIAN	xcl	old	1229	old	hin	old:D	old:D	
ARMENIAN_EASTERN	hye	old	1229	old	hin	old:D	old:D	
SORBIAN_LOWER	dsb	old	1229	old	star3	old:I	old:I	
CATALAN	cat	old	1229	old	bEl	old:G	old:G	
SERBO-CROATIAN	srp	old	1229	old	star	old:I	old:I	
RUSSIAN	rus	old	1229	old	star3y	old:I	old:I	
OSSETIC_DIGOR	oss	old	1229	old	zarond	old:C	old:C	
MIDDLE_CORNISH	cor	old	1229	old	ko8	old:H	old:H	
SWEDISH	swe	earth	1228	earth	m3l	earth:H	earth:H	
DANISH	dan	earth	1228	earth	mul"	earth:H	earth:H	
GUTNISH_LAU		earth	1228	earth	yord	earth:B	earth:B	
OSSETIC_IRON	oss	earth	1228	earth	SaGG	earth:T	earth:T	
BIHARI	mai	earth	1228	earth	prithbi	earth:S	earth:S	
DUTCH	nld	earth	1228	earth	ard3	earth:B	earth:B	
MARATHI	mar	earth	1228	earth	prth~wi	earth:S	earth:S	
SORBIAN_UPPER	hsb	earth	1228	earth	zemya	earth:C	earth:C	
ORIYA	ori	earth	1228	earth	mati	earth:E	earth:E	
SLOVENIAN	slv	earth	1228	earth	zEmlya	earth:C	earth:C	
BELARUSIAN	bel	earth	1228	earth	zy~amly~a	earth:C	earth:C	
ANCIENT_GREEK	grc	earth	1228	earth	gE	earth:M	earth:M	
GREEK	ell	earth	1228	earth	xoma	earth:I	earth:I	
OLD_SWEDISH		earth	1228	earth	muld	earth:H	earth:H	
ICELANDIC	isl	earth	1228	earth	mold	earth:H	earth:H	
SLOVAK	slk	earth	1228	earth	zEm	earth:C	earth:C	
ENGLISH	eng	earth	1228	earth	38	earth:B	earth:B	
ASSAMESE	asm	earth	1228	earth	mati	earth:E	earth:E	
BRETON	bre	earth	1228	earth	duar	earth:G	earth:G	
ITALIAN	ita	earth	1228	earth	tErra	earth:F	earth:F	
ELFDALIAN	qov	earth	1228	earth	m3ld	earth:H	earth:H	
FAROESE	fao	earth	1228	earth	yer	earth:B	earth:B	
UKRAINIAN	ukr	earth	1228	earth	zEmly~a	earth:C	earth:C	
CZECH	ces	earth	1228	earth	zEm5E	earth:C	earth:C	
STAVANGERSK		earth	1228	earth	mol	earth:H	earth:H	
NORWEGIAN_RIKSMAL	nor	earth	1228	earth	yur	earth:B	earth:B	
OLD_NORSE	non	earth	1228	earth	mold	earth:H	earth:H	
SPANISH	spa	earth	1228	earth	tyera	earth:F	earth:F	
MAGAHI	mag	earth	1228	earth	C3min	earth:C	earth:C	
OLD_CHURCH_SLAVONIC	chu	earth	1228	earth	zEmla	earth:C	earth:C	
PORTUGUESE	por	earth	1228	earth	tEra	earth:F	earth:F	
OLD_IRISH	sga	earth	1228	earth	tal3	earth:A	earth:A	
MIDDLE_BRETON		earth	1228	earth	duar	earth:G	earth:G	
GERMAN	deu	earth	1228	earth	ead3	earth:B	earth:B	
DANISH_FJOLDE		earth	1228	earth	yuor	earth:B	earth:B	
OSSETIC	oss	earth	1228	earth	zEGG	earth:T	earth:T	
MACEDONIAN	mkd	earth	1228	earth	zemya	earth:C	earth:C	
LATIN	lat	earth	1228	earth	tera	earth:F	earth:F	
FRENCH	fra	earth	1228	earth	tEr	earth:F	earth:F	
URDU	urd	earth	1228	earth	z3min	earth:C	earth:C	
POLISH	pol	earth	1228	earth	ZEmya	earth:C	earth:C	
FRISIAN	frs	earth	1228	earth	i3d3	earth:B	earth:B	
BULGARIAN	bul	earth	1228	earth	z3my~a	earth:C	earth:C	
CLASSICAL_ARMENIAN	xcl	earth	1228	earth	erkir	earth:U	earth:U	
SORBIAN_LOWER	dsb	earth	1228	earth	zemya	earth:C	earth:C	
CATALAN	cat	earth	1228	earth	tEr3	earth:F	earth:F	
SERBO-CROATIAN	srp	earth	1228	earth	zEmla	earth:C	earth:C	
RUSSIAN	rus	earth	1228	earth	zy~Emly~a	earth:C	earth:C	
OSSETIC_DIGOR	oss	earth	1228	earth	zanGa	earth:T	earth:T	
MIDDLE_CORNISH	cor	earth	1228	earth	dor	earth:G	earth:G	
SWEDISH	swe	I	1209	I	yag	I:A	I:A	
DANISH	dan	I	1209	I	yay	I:A	I:A	
GUTNISH_LAU		I	1209	I	ya	I:A	I:A	
OSSETIC_IRON	oss	I	1209	I	aS	I:A	I:A	
BIHARI	mai	I	1209	I	h3m	I:A	I:A	
DUTCH	nld	I	1209	I	ik	I:A	I:A	
MARATHI	mar	I	1209	I	mi	I:A	I:A	
SORBIAN_UPPER	hsb	I	1209	I	ya	I:A	I:A	
ORIYA	ori	I	1209	I	mu	I:A	I:A	
SLOVENIAN	slv	I	1209	I	yas	I:A	I:A	
BELARUSIAN	bel	I	1209	I	ya	I:A	I:A	
ANCIENT_GREEK	grc	I	1209	I	ego	I:A	I:A	
GREEK	ell	I	1209	I	exo	I:A	I:A	
OLD_SWEDISH		I	1209	I	yak	I:A	I:A	
ICELANDIC	isl	I	1209	I	yEx	I:A	I:A	
SLOVAK	slk	I	1209	I	ya	I:A	I:A	
ENGLISH	eng	I	1209	I	ai	I:A	I:A	
ASSAMESE	asm	I	1209	I	moe	I:A	I:A	
BRETON	bre	I	1209	I	me	I:D	I:D	
ITALIAN	ita	I	1209	I	io	I:A	I:A	
ELFDALIAN	qov	I	1209	I	ig	I:A	I:A	
FAROESE	fao	I	1209	I	e	I:A	I:A	
UKRAINIAN	ukr	I	1209	I	ya	I:A	I:A	
CZECH	ces	I	1209	I	ya	I:A	I:A	
STAVANGERSK		I	1209	I	eg	I:A	I:A	
NORWEGIAN_RIKSMAL	nor	I	1209	I	yEi	I:A	I:A	
OLD_NORSE	non	I	1209	I	ek	I:A	I:A	
SPANISH	spa	I	1209	I	So	I:A	I:A	
MAGAHI	mag	I	1209	I	h3m	I:A	I:A	
OLD_CHURCH_SLAVONIC	chu	I	1209	I	azu	I:A	I:A	
PORTUGUESE	por	I	1209	I	eu	I:A	I:A	
OLD_IRISH	sga	I	1209	I	me	I:D	I:D	
MIDDLE_BRETON		I	1209	I	me	I:D	I:D	
GERMAN	deu	I	1209	I	iS	I:A	I:A	
DANISH_FJOLDE		I	1209	I	E	I:A	I:A	
IRISH	gle	I	1209	I	my~e	I:D	I:D	
MACEDONIAN	mkd	I	1209	I	yas	I:A	I:A	
LATIN	lat	I	1209	I	ego	I:A	I:A	
FRENCH	fra	I	1209	I	Z3	I:A	I:A	
URDU	urd	I	1209	I	mE	I:A	I:A	
POLISH	pol	I	1209	I	ya	I:A	I:A	
FRISIAN	frs	I	1209	I	ik	I:A	I:A	
BULGARIAN	bul	I	1209	I	as	I:A	I:A	
CLASSICAL_ARMENIAN	xcl	I	1209	I	Es	I:A	I:A	
ARMENIAN_EASTERN	hye	I	1209	I	yEs	I:A	I:A	
SORBIAN_LOWER	dsb	I	1209	I	ya	I:A	I:A	
CATALAN	cat	I	1209	I	Zo	I:A	I:A	
SERBO-CROATIAN	srp	I	1209	I	ya	I:A	I:A	
RUSSIAN	rus	I	1209	I	ya	I:A	I:A	
OSSETIC_DIGOR	oss	I	1209	I	az	I:A	I:A	
MIDDLE_CORNISH	cor	I	1209	I	mi	I:D	I:D	
SWEDISH	swe	blow	175	blow	blosa	blow:A	blow:A	
DANISH	dan	blow	175	blow	blEs3	blow:A	blow:A	
GUTNISH_LAU		blow	175	blow	blasE	blow:A	blow:A	
OSSETIC_IRON	oss	blow	175	blow	dim	blow:J	blow:J	
BIHARI	mai	blow	175	blow	surk3b	blow:K	blow:K	
DUTCH	nld	blow	175	blow	blaz3n	blow:A	blow:A	
MARATHI	mar	blow	175	blow	udne	blow:F	blow:F	
SORBIAN_UPPER	hsb	blow	175	blow	dutS	blow:F	blow:F	
ORIYA	ori	blow	175	blow	bohiba	blow:H	blow:H	
SLOVENIAN	slv	blow	175	blow	pixati	blow:U	blow:U	
BELARUSIAN	bel	blow	175	blow	dzy~mutsy~	blow:F	blow:F	
ANCIENT_GREEK	grc	blow	175	blow	ph~isao	blow:C	blow:C	
GREEK	ell	blow	175	blow	fisao	blow:C	blow:C	
OLD_SWEDISH		blow	175	blow	blasa	blow:A	blow:A	
ICELANDIC	isl	blow	175	blow	blausa	blow:A	blow:A	
SLOVAK	slk	blow	175	blow	fukaT	blow:C	blow:C	
ENGLISH	eng	blow	175	blow	bl3u	blow:A	blow:A	
ASSAMESE	asm	blow	175	blow	bol	blow:H	blow:H	
BRETON	bre	blow	175	blow	xweza	blow:D	blow:D	
ITALIAN	ita	blow	175	blow	soffyare	blow:A	blow:A	
ELFDALIAN	qov	blow	175	blow	blosa	blow:A	blow:A	
FAROESE	fao	blow	175	blow	bloasa	blow:A	blow:A	
UKRAINIAN	ukr	blow	175	blow	duti	blow:F	blow:F	
CZECH	ces	blow	175	blow	foukat	blow:C	blow:C	
STAVANGERSK		blow	175	blow	blosa	blow:A	blow:A	
NORWEGIAN_RIKSMAL	nor	blow	175	blow	blose	blow:A	blow:A	
OLD_NORSE	non	blow	175	blow	blasa	blow:A	blow:A	
SPANISH	spa	blow	175	blow	soplar	blow:A	blow:A	
MAGAHI	mag	blow	175	blow	ph~ukkeurana	blow:S	blow:S	
OLD_CHURCH_SLAVONIC	chu	blow	175	blow	doti	blow:F	blow:F	
PORTUGUESE	por	blow	175	blow	suprar	blow:A	blow:A	
OLD_IRISH	sga	blow	175	blow	sed38	blow:D	blow:D	
MIDDLE_BRETON		blow	175	blow	xwe8a	blow:D	blow:D	
GERMAN	deu	blow	175	blow	ve3n	blow:H	blow:H	
DANISH_FJOLDE		blow	175	blow	bles	blow:A	blow:A	
OSSETIC	oss	blow	175	blow	d3m3n	blow:J	blow:J	
MACEDONIAN	mkd	blow	175	blow	duva	blow:L	blow:L	
LATIN	lat	blow	175	blow	flare	blow:A	blow:A	
FRENCH	fra	blow	175	blow	sufle	blow:A	blow:A	
URDU	urd	blow	175	blow	ph~kn3	blow:S	blow:S	
POLISH	pol	blow	175	blow	dmuxatS	blow:F	blow:F	
BULGARIAN	bul	blow	175	blow	dux3m	blow:L	blow:L	
CLASSICAL_ARMENIAN	xcl	blow	175	blow	SunCh~Em	blow:J	blow:J	
ARMENIAN_EASTERN	hye	blow	175	blow	ph~3Ch~El	blow:C	blow:C	
SORBIAN_LOWER	dsb	blow	175	blow	duS	blow:F	blow:F	
CATALAN	cat	blow	175	blow	bufa	blow:A	blow:A	
SERBO-CROATIAN	srp	blow	175	blow	pxati	blow:U	blow:U	
RUSSIAN	rus	blow	175	blow	duty~	blow:F	blow:F	
OSSETIC_DIGOR	oss	blow	175	blow	dum	blow:J	blow:J	
MIDDLE_CORNISH	cor	blow	175	blow	wE8a	blow:D	blow:D	
SWEDISH	swe	suck	1421	suck	s3ga	suck:B	suck:B	
DANISH	dan	suck	1421	suck	su3	suck:B	suck:B	
GUTNISH_LAU		suck	1421	suck	sEugE	suck:B	suck:B	
OSSETIC_IRON	oss	suck	1421	suck	Tir	suck:O	suck:O	
BIHARI	mai	suck	1421	suck	Tus3b	suck:F	suck:F	
DUTCH	nld	suck	1421	suck	zEix3n	suck:B	suck:B	
MARATHI	mar	suck	1421	suck	tsokh~ne	suck:F	suck:F	
SORBIAN_UPPER	hsb	suck	1421	suck	ts3tsatS	suck:A	suck:A	
ORIYA	ori	suck	1421	suck	Tusiba	suck:F	suck:F	
SLOVENIAN	slv	suck	1421	suck	s3sati	suck:B	suck:B	
BELARUSIAN	bel	suck	1421	suck	ssatsy~	suck:B	suck:B	
GREEK	ell	suck	1421	suck	rufo	suck:G	suck:G	
OLD_SWEDISH		suck	1421	suck	suxa	suck:B	suck:B	
ICELANDIC	isl	suck	1421	suck	syuxa	suck:B	suck:B	
SLOVAK	slk	suck	1421	suck	saT	suck:B	suck:B	
ENGLISH	eng	suck	1421	suck	sok	suck:B	suck:B	
ASSAMESE	asm	suck	1421	suck	suh	suck:F	suck:F	
ITALIAN	ita	suck	1421	suck	sukkyare	suck:B	suck:B	
ELFDALIAN	qov	suck	1421	suck	sa3ga	suck:B	suck:B	
FAROESE	fao	suck	1421	suck	sigva	suck:B	suck:B	
UKRAINIAN	ukr	suck	1421	suck	ssati	suck:B	suck:B	
CZECH	ces	suck	1421	suck	sat	suck:B	suck:B	
STAVANGERSK		suck	1421	suck	s3a	suck:B	suck:B	
NORWEGIAN_RIKSMAL	nor	suck	1421	suck	s3g3	suck:B	suck:B	
OLD_NORSE	non	suck	1421	suck	suxa	suck:B	suck:B	
SPANISH	spa	suck	1421	suck	Cupar	suck:K	suck:K	
MAGAHI	mag	suck	1421	suck	Tus3na	suck:F	suck:F	
OLD_CHURCH_SLAVONIC	chu	suck	1421	suck	susati	suck:B	suck:B	
PORTUGUESE	por	suck	1421	suck	sugar	suck:B	suck:B	
OLD_IRISH	sga	suck	1421	suck	den38	suck:J	suck:J	
IRISH	gle	suck	1421	suck	suC	suck:B	suck:B	
GERMAN	deu	suck	1421	suck	zaugn	suck:B	suck:B	
DANISH_FJOLDE		suck	1421	suck	sox	suck:B	suck:B	
OSSETIC	oss	suck	1421	suck	dEy3n	suck:J	suck:J	
MACEDONIAN	mkd	suck	1421	suck	tsitsa	suck:A	suck:A	
LATIN	lat	suck	1421	suck	sugere	suck:B	suck:B	
FRENCH	fra	suck	1421	suck	sise	suck:B	suck:B	
URDU	urd	suck	1421	suck	Cusn3	suck:F	suck:F	
POLISH	pol	suck	1421	suck	ssatS	suck:B	suck:B	
FRISIAN	frs	suck	1421	suck	sug3	suck:B	suck:B	
BULGARIAN	bul	suck	1421	suck	smutS3	suck:N	suck:N	
SERBO-CROATIAN	srp	suck	1421	suck	sisati	suck:B	suck:B	
ARMENIAN_EASTERN	hye	suck	1421	suck	c3cEl	suck:D	suck:D	
SORBIAN_LOWER	dsb	suck	1421	suck	ts3tsaS	suck:A	suck:A	
CATALAN	cat	suck	1421	suck	SukLa	suck:L	suck:L	
RUSSIAN	rus	suck	1421	suck	sosaty~	suck:B	suck:B	
OSSETIC_DIGOR	oss	suck	1421	suck	Cir	suck:O	suck:O	
MIDDLE_CORNISH	cor	suck	1421	suck	dEna	suck:J	suck:J	
SWEDISH	swe	count	1420	count	rEkna	count:P	count:P	
DANISH	dan	count	1420	count	dh~El3	count:A	count:A	
GUTNISH_LAU		count	1420	count	tElE	count:A	count:A	
OSSETIC_IRON	oss	count	1420	count	nimay	count:I	count:I	
BIHARI	mai	count	1420	count	gan3b	count:C	count:C	
DUTCH	nld	count	1420	count	tell3n	count:A	count:A	
MARATHI	mar	count	1420	count	modzne	count:V	count:V	
SORBIAN_UPPER	hsb	count	1420	count	litSitS	count:H	count:H	
ORIYA	ori	count	1420	count	goniba	count:C	count:C	
SLOVENIAN	slv	count	1420	count	Steti	count:G	count:G	
BELARUSIAN	bel	count	1420	count	ly~itS3tsy~	count:H	count:H	
ANCIENT_GREEK	grc	count	1420	count	arith~meo	count:J	count:J	
GREEK	ell	count	1420	count	metro	count:I	count:I	
OLD_SWEDISH		count	1420	count	tElia	count:A	count:A	
ICELANDIC	isl	count	1420	count	th~Elya	count:A	count:A	
SLOVAK	slk	count	1420	count	potSitaT	count:G	count:G	
ENGLISH	eng	count	1420	count	kaunt	count:D	count:D	
ASSAMESE	asm	count	1420	count	gon	count:C	count:C	
BRETON	bre	count	1420	count	niveri	count:M/N	count:M/N	
ITALIAN	ita	count	1420	count	kontare	count:D	count:D	
ELFDALIAN	qov	count	1420	count	rEkEn	count:P	count:P	
FAROESE	fao	count	1420	count	th~Elya	count:A	count:A	
UKRAINIAN	ukr	count	1420	count	raxuvati	count:P	count:P	
CZECH	ces	count	1420	count	potSitat	count:G	count:G	
STAVANGERSK		count	1420	count	tEla	count:A	count:A	
NORWEGIAN_RIKSMAL	nor	count	1420	count	tEl3	count:A	count:A	
OLD_NORSE	non	count	1420	count	telya	count:A	count:A	
SPANISH	spa	count	1420	count	kontar	count:D	count:D	
MAGAHI	mag	count	1420	count	ginna	count:C	count:C	
OLD_CHURCH_SLAVONIC	chu	count	1420	count	tSisti	count:G	count:G	
PORTUGUESE	por	count	1420	count	kotar	count:D	count:D	
OLD_IRISH	sga	count	1420	count	a8rii	count:J	count:J	
MIDDLE_BRETON		count	1420	count	konta	count:E	count:E	
GERMAN	deu	count	1420	count	tsEl3n	count:A	count:A	
DANISH_FJOLDE		count	1420	count	tel	count:A	count:A	
OSSETIC	oss	count	1420	count	n3may3n	count:I	count:I	
MACEDONIAN	mkd	count	1420	count	broi	count:F	count:F	
LATIN	lat	count	1420	count	numerare	count:N	count:N	
FRENCH	fra	count	1420	count	kote	count:D	count:D	
URDU	urd	count	1420	count	ginn3	count:C	count:C	
POLISH	pol	count	1420	count	litS3C	count:H	count:H	
FRISIAN	frs	count	1420	count	tEl3	count:A	count:A	
BULGARIAN	bul	count	1420	count	bruyo	count:F	count:F	
CLASSICAL_ARMENIAN	xcl	count	1420	count	th~iuEm	count:Q	count:Q	
ARMENIAN_EASTERN	hye	count	1420	count	haSvEl	count:K	count:K	
SORBIAN_LOWER	dsb	count	1420	count	ly~its3S	count:H	count:H	
CATALAN	cat	count	1420	count	kumta	count:D	count:D	
SERBO-CROATIAN	srp	count	1420	count	broyati	count:F	count:F	
RUSSIAN	rus	count	1420	count	stSitaty~	count:G	count:G	
OSSETIC_DIGOR	oss	count	1420	count	nimay	count:I	count:I	
MIDDLE_CORNISH	cor	count	1420	count	nivEra	count:N	count:N	
SWEDISH	swe	fight	1423	fight	strida	fight:N	fight:N	
DANISH	dan	fight	1423	fight	slos	fight:Q	fight:Q	
GUTNISH_LAU		fight	1423	fight	kEmp	fight:I	fight:I	
OSSETIC_IRON	oss	fight	1423	fight	toGkan	fight:E	fight:E	
BIHARI	mai	fight	1423	fight	l3r3b	fight:D	fight:D	
DUTCH	nld	fight	1423	fight	vEGt3n	fight:B	fight:B	
MARATHI	mar	fight	1423	fight	l3dh~ne	fight:D	fight:D	
SORBIAN_UPPER	hsb	fight	1423	fight	woyoatS	fight:Ao	fight:Ao	
ORIYA	ori	fight	1423	fight	yuddhokoriba	fight:S	fight:S	
SLOVENIAN	slv	fight	1423	fight	boyEvatisE	fight:G	fight:G	
BELARUSIAN	bel	fight	1423	fight	zmaxatsta	fight:An	fight:An	
ANCIENT_GREEK	grc	fight	1423	fight	makh~omai	fight:Ak	fight:Ak	
GREEK	ell	fight	1423	fight	palevo	fight:K	fight:K	
OLD_SWEDISH		fight	1423	fight	fEkta	fight:B	fight:B	
ICELANDIC	isl	fight	1423	fight	stlaust	fight:Q	fight:Q	
SLOVAK	slk	fight	1423	fight	biTsa	fight:G	fight:G	
ENGLISH	eng	fight	1423	fight	fait	fight:B	fight:B	
ASSAMESE	asm	fight	1423	fight	zuz	fight:S	fight:S	
BRETON	bre	fight	1423	fight	kana	fight:F	fight:F	
ITALIAN	ita	fight	1423	fight	kombattere	fight:X	fight:X	
ELFDALIAN	qov	fight	1423	fight	slos	fight:Q	fight:Q	
FAROESE	fao	fight	1423	fight	bEryast	fight:H	fight:H	
UKRAINIAN	ukr	fight	1423	fight	borotisy~a	fight:H	fight:H	
CZECH	ces	fight	1423	fight	bitsE	fight:G	fight:G	
STAVANGERSK		fight	1423	fight	fEkta	fight:B	fight:B	
NORWEGIAN_RIKSMAL	nor	fight	1423	fight	Slos	fight:Q	fight:Q	
OLD_NORSE	non	fight	1423	fight	beryask	fight:H	fight:H	
SPANISH	spa	fight	1423	fight	pelear	fight:U	fight:U	
MAGAHI	mag	fight	1423	fight	l3rna	fight:D	fight:D	
OLD_CHURCH_SLAVONIC	chu	fight	1423	fight	bratisE	fight:H	fight:H	
PORTUGUESE	por	fight	1423	fight	lutar	fight:W	fight:W	
OLD_IRISH	sga	fight	1423	fight	pix38	fight:B	fight:B	
MIDDLE_BRETON		fight	1423	fight	kana	fight:F	fight:F	
GERMAN	deu	fight	1423	fight	kEmpfn	fight:I	fight:I	
DANISH_FJOLDE		fight	1423	fight	sloas3s	fight:Q	fight:Q	
OSSETIC	oss	fight	1423	fight	toGkEn3n	fight:E	fight:E	
MACEDONIAN	mkd	fight	1423	fight	borisE	fight:H	fight:H	
LATIN	lat	fight	1423	fight	pugnare	fight:Y	fight:Y	
FRENCH	fra	fight	1423	fight	s3batr	fight:X	fight:X	
URDU	urd	fight	1423	fight	l3rn3	fight:D	fight:D	
POLISH	pol	fight	1423	fight	bitSSEw	fight:G	fight:G	
BULGARIAN	bul	fight	1423	fight	bory~3sE	fight:H	fight:H	
SERBO-CROATIAN	srp	fight	1423	fight	boritisE	fight:H	fight:H	
ARMENIAN_EASTERN	hye	fight	1423	fight	k3rvEl	fight:L	fight:L	
SORBIAN_LOWER	dsb	fight	1423	fight	w3yowaS	fight:Ao	fight:Ao	
CATALAN	cat	fight	1423	fight	b3t3la	fight:X	fight:X	
RUSSIAN	rus	fight	1423	fight	boroty~sy~a	fight:H	fight:H	
OSSETIC_DIGOR	oss	fight	1423	fight	toGkan	fight:E	fight:E	
MIDDLE_CORNISH	cor	fight	1423	fight	omla8	fight:O	fight:O	
SWEDISH	swe	stone	857	stone	sten	stone:A	stone:A	
DANISH	dan	stone	857	stone	sdh~en	stone:A	stone:A	
GUTNISH_LAU		stone	857	stone	stain	stone:A	stone:A	
OSSETIC_IRON	oss	stone	857	stone	dur	stone:N	stone:N	
BIHARI	mai	stone	857	stone	path3r	stone:D	stone:D	
DUTCH	nld	stone	857	stone	sten	stone:A	stone:A	
MARATHI	mar	stone	857	stone	d3g3d	stone:K	stone:K	
SORBIAN_UPPER	hsb	stone	857	stone	kamen	stone:G	stone:G	
ORIYA	ori	stone	857	stone	gori	stone:X	stone:X	
SLOVENIAN	slv	stone	857	stone	kam3n	stone:G	stone:G	
BELARUSIAN	bel	stone	857	stone	kamy~Eny~	stone:G	stone:G	
ANCIENT_GREEK	grc	stone	857	stone	lith~os	stone:W	stone:W	
GREEK	ell	stone	857	stone	petra	stone:H	stone:H	
OLD_SWEDISH		stone	857	stone	sten	stone:A	stone:A	
ICELANDIC	isl	stone	857	stone	steidn	stone:A	stone:A	
SLOVAK	slk	stone	857	stone	kamE5	stone:G	stone:G	
ENGLISH	eng	stone	857	stone	st3un	stone:A	stone:A	
ITALIAN	ita	stone	857	stone	pyEtra	stone:E	stone:E	
ELFDALIAN	qov	stone	857	stone	stiE	stone:A	stone:A	
FAROESE	fao	stone	857	stone	stainur	stone:A	stone:A	
UKRAINIAN	ukr	stone	857	stone	kaminy~	stone:G	stone:G	
CZECH	ces	stone	857	stone	kamEn	stone:G	stone:G	
STAVANGERSK		stone	857	stone	stEidn	stone:A	stone:A	
NORWEGIAN_RIKSMAL	nor	stone	857	stone	sten	stone:A	stone:A	
OLD_NORSE	non	stone	857	stone	stEin	stone:A	stone:A	
SPANISH	spa	stone	857	stone	pye8ra	stone:E	stone:E	
OLD_CHURCH_SLAVONIC	chu	stone	857	stone	kamu	stone:G	stone:G	
PORTUGUESE	por	stone	857	stone	pEdra	stone:E	stone:E	
OLD_IRISH	sga	stone	857	stone	klox	stone:J	stone:J	
IRISH	gle	stone	857	stone	klox	stone:J	stone:J	
GERMAN	deu	stone	857	stone	Stain	stone:A	stone:A	
DANISH_FJOLDE		stone	857	stone	sdien	stone:A	stone:A	
OSSETIC	oss	stone	857	stone	dur	stone:N	stone:N	
MACEDONIAN	mkd	stone	857	stone	kamEn	stone:G	stone:G	
LATIN	lat	stone	857	stone	lapis	stone:O	stone:O	
FRENCH	fra	stone	857	stone	pyEr	stone:E	stone:E	
URDU	urd	stone	857	stone	p3th~3r	stone:D	stone:D	
POLISH	pol	stone	857	stone	kamyE5	stone:G	stone:G	
FRISIAN	frs	stone	857	stone	sti3n	stone:A	stone:A	
BULGARIAN	bul	stone	857	stone	kam3k	stone:G	stone:G	
CLASSICAL_ARMENIAN	xcl	stone	857	stone	kh~ar	stone:C	stone:C	
ARMENIAN_EASTERN	hye	stone	857	stone	kh~ar	stone:C	stone:C	
SORBIAN_LOWER	dsb	stone	857	stone	kame5	stone:G	stone:G	
CATALAN	cat	stone	857	stone	pe8r3	stone:E	stone:E	
SERBO-CROATIAN	srp	stone	857	stone	kamEn	stone:G	stone:G	
RUSSIAN	rus	stone	857	stone	kamy~Eny~	stone:G	stone:G	
OSSETIC_DIGOR	oss	stone	857	stone	dor	stone:N	stone:N	
MIDDLE_CORNISH	cor	stone	857	stone	mEn	stone:F	stone:F	
SWEDISH	swe	green	1425	green	gren	green:B	green:B	
DANISH	dan	green	1425	green	gGEn"	green:B	green:B	
GUTNISH_LAU		green	1425	green	grEinar	green:B	green:B	
OSSETIC_IRON	oss	green	1425	green	TaG	green:M	green:M	
BIHARI	mai	green	1425	green	h3rii3r	green:A	green:A	
DUTCH	nld	green	1425	green	xrun	green:B	green:B	
MARATHI	mar	green	1425	green	hirwa	green:J	green:J	
SORBIAN_UPPER	hsb	green	1425	green	zElEn3	green:A	green:A	
ORIYA	ori	green	1425	green	sagua	green:F	green:F	
SLOVENIAN	slv	green	1425	green	zElEn	green:A	green:A	
BELARUSIAN	bel	green	1425	green	zy~aly~on3	green:A	green:A	
ANCIENT_GREEK	grc	green	1425	green	kh~loros	green:A	green:A	
GREEK	ell	green	1425	green	prasinos	green:H	green:H	
OLD_SWEDISH		green	1425	green	gren	green:B	green:B	
ICELANDIC	isl	green	1425	green	graidn	green:B	green:B	
SLOVAK	slk	green	1425	green	zElEni	green:A	green:A	
ENGLISH	eng	green	1425	green	grin	green:B	green:B	
ASSAMESE	asm	green	1425	green	xeuzia	green:F	green:F	
BRETON	bre	green	1425	green	glas	green:A	green:A	
ITALIAN	ita	green	1425	green	verde	green:G	green:G	
ELFDALIAN	qov	green	1425	green	griEn	green:B	green:B	
FAROESE	fao	green	1425	green	grenur	green:B	green:B	
UKRAINIAN	ukr	green	1425	green	zELEniy	green:A	green:A	
CZECH	ces	green	1425	green	zElEni	green:A	green:A	
STAVANGERSK		green	1425	green	gGEn3	green:B	green:B	
NORWEGIAN_RIKSMAL	nor	green	1425	green	gren	green:B	green:B	
OLD_NORSE	non	green	1425	green	gren	green:B	green:B	
SPANISH	spa	green	1425	green	ber8e	green:G	green:G	
MAGAHI	mag	green	1425	green	h3ri3r	green:A	green:A	
